territorio_id,nome_territorio,dominio_orcrim,area_fm_ids,geom_quality,geometry_wkt
101,FAVELA JULIO OTONI,CV,,ok,"POLYGON ((-43.194013 -22.933972, -43.193718 -22.933922, -43.193402 -22.933957, -43.192962 -22.934061, -43.192543 -22.934209, -43.192409 -22.933903, -43.191942 -22.933626, -43.192066 -22.933463, -43.192345 -22.933611, -43.192495 -22.933458, -43.192323 -22.933389, -43.192318 -22.93329, -43.192162 -22.933236, -43.192221 -22.933063, -43.192404 -22.932929, -43.192769 -22.932974, -43.193144 -22.933053, -43.193343 -22.933013, -43.193487 -22.932776, -43.193793 -22.932885, -43.193825 -22.933013, -43.194094 -22.933166, -43.194319 -22.933211, -43.194512 -22.933246, -43.194517 -22.933418, -43.194399 -22.933621, -43.194335 -22.933819, -43.194013 -22.933972))"
102,4 CDD,CV,,ok,"POLYGON ((-43.364302 -22.942725, -43.364335 -22.94313, -43.364024 -22.943337, -43.363798 -22.943505, -43.363562 -22.943683, -43.363348 -22.94398, -43.363315 -22.944078, -43.363111 -22.944286, -43.363283 -22.944474, -43.362779 -22.944256, -43.362082 -22.944562, -43.36191 -22.94474, -43.361416 -22.946034, -43.361685 -22.946459, -43.361137 -22.946795, -43.360687 -22.946104, -43.360891 -22.945254, -43.360955 -22.944602, -43.360698 -22.943851, -43.359088 -22.94396, -43.358691 -22.94393, -43.358595 -22.943683, -43.357897 -22.943436, -43.357554 -22.942695, -43.357597 -22.942488, -43.359045 -22.942171, -43.35985 -22.941905, -43.360365 -22.942824, -43.361191 -22.942715, -43.360955 -22.941677, -43.360751 -22.941648, -43.360397 -22.940502, -43.360354 -22.940274, -43.360912 -22.940344, -43.361449 -22.941638, -43.361899 -22.941569, -43.36221 -22.942171, -43.363079 -22.942043, -43.36324 -22.942132, -43.363712 -22.942082, -43.364163 -22.942221, -43.364302 -22.942725))"
104,CONJUNTO SANTA EDWIRGES,CV,,ok,"POLYGON ((-43.395572 -22.832018, -43.395272 -22.83273, -43.394993 -22.834174, -43.394746 -22.835173, -43.394574 -22.835756, -43.394156 -22.835954, -43.392933 -22.835944, -43.392139 -22.835885, -43.39201 -22.83457, -43.391903 -22.832642, -43.391839 -22.832098, -43.392042 -22.831129, -43.392257 -22.829052, -43.393448 -22.82924, -43.394245 -22.829578, -43.395229 -22.830387, -43.396112 -22.831141, -43.395572 -22.832018))"
109,VILAR DA SAUDADE,CV,,ok,"POLYGON ((-43.201441 -22.931217, -43.201387 -22.93177, -43.201291 -22.932383, -43.201087 -22.932724, -43.201023 -22.933178, -43.200765 -22.933623, -43.200336 -22.933712, -43.200014 -22.933524, -43.199639 -22.933079, -43.199145 -22.932714, -43.199016 -22.932486, -43.198898 -22.932121, -43.199328 -22.931469, -43.199681 -22.930935, -43.199542 -22.930718, -43.199091 -22.930382, -43.198984 -22.930194, -43.199048 -22.930033, -43.199273 -22.929835, -43.19996 -22.929914, -43.200314 -22.929845, -43.201065 -22.92942, -43.201333 -22.929588, -43.201452 -22.929483, -43.201817 -22.929789, -43.20186 -22.930194, -43.201892 -22.930693, -43.201441 -22.931217))"
110,MORRO DO ESCONDIDINHO,CV,,ok,"POLYGON ((-43.202839 -22.9322, -43.202892 -22.932556, -43.202807 -22.932941, -43.202828 -22.933425, -43.202592 -22.933385, -43.202442 -22.933267, -43.20241 -22.933069, -43.202109 -22.932901, -43.201809 -22.932733, -43.201723 -22.93303, -43.201648 -22.933465, -43.201648 -22.93386, -43.201423 -22.93387, -43.201165 -22.933919, -43.20123 -22.934057, -43.200918 -22.934146, -43.200779 -22.933949, -43.200951 -22.93381, -43.200865 -22.933514, -43.201023 -22.933178, -43.201087 -22.932724, -43.201291 -22.932383, -43.201441 -22.931217, -43.201892 -22.930693, -43.202388 -22.930678, -43.202635 -22.931073, -43.202882 -22.931439, -43.203075 -22.931953, -43.202839 -22.9322))"
113,Polígono 1721,CV,,ok,"POLYGON ((-43.336433 -22.859937, -43.336884 -22.85969, -43.337249 -22.859878, -43.33741 -22.85973, -43.337259 -22.859235, -43.337452 -22.858612, -43.337334 -22.858385, -43.337785 -22.858276, -43.337967 -22.858533, -43.338847 -22.858375, -43.340081 -22.860313, -43.341648 -22.863061, -43.341841 -22.863111, -43.342162 -22.863714, -43.341143 -22.863951, -43.340821 -22.864129, -43.336784 -22.861343, -43.337174 -22.860946, -43.336702 -22.860242, -43.336422 -22.860204, -43.336433 -22.859937))"
114,PARQUE COLUMBIA,CV,,ok,"POLYGON ((-43.340749 -22.811549, -43.341725 -22.811479, -43.342026 -22.8114, -43.342916 -22.811509, -43.343045 -22.811222, -43.343206 -22.811282, -43.343474 -22.81146, -43.34415 -22.811529, -43.344558 -22.811638, -43.344976 -22.811865, -43.34533 -22.812142, -43.345341 -22.812478, -43.345008 -22.812765, -43.343903 -22.813487, -43.343195 -22.813566, -43.341242 -22.814842, -43.34136 -22.815435, -43.341607 -22.81594, -43.34194 -22.816246, -43.343785 -22.816721, -43.34331 -22.817049, -43.342795 -22.81698, -43.34268 -22.817136, -43.342208 -22.817097, -43.341596 -22.817245, -43.341103 -22.817334, -43.340684 -22.817186, -43.339236 -22.816592, -43.338968 -22.816464, -43.338614 -22.816464, -43.338281 -22.816553, -43.337873 -22.816731, -43.33752 -22.81677, -43.337262 -22.81676, -43.336565 -22.816246, -43.335502 -22.815178, -43.334773 -22.814417, -43.33384 -22.813705, -43.334086 -22.813477, -43.335771 -22.812646, -43.335974 -22.812953, -43.336393 -22.813665, -43.339472 -22.812083, -43.339451 -22.811647, -43.340749 -22.811549))"
115,URUCUIA,CV,,ok,"POLYGON ((-43.364838 -22.895603, -43.36358 -22.89529, -43.362768 -22.89458, -43.362473 -22.894106, -43.362333 -22.893706, -43.362714 -22.893567, -43.3628 -22.893819, -43.363216 -22.893513, -43.363615 -22.893701, -43.363996 -22.89416, -43.364171 -22.894299, -43.364736 -22.89439, -43.364838 -22.895448, -43.364838 -22.895603))"
116,SANTUÁRIO CDD,CV,,ok,"POLYGON ((-43.365385 -22.944631, -43.365696 -22.944251, -43.367445 -22.944932, -43.367525 -22.946069, -43.365385 -22.944631))"
117,MORRO DA BOA VISTA,CV,,ok,"POLYGON ((-43.10714 -22.888947, -43.105938 -22.887998, -43.1042 -22.886772, -43.103127 -22.886476, -43.101861 -22.885804, -43.101668 -22.883629, -43.101775 -22.882364, -43.104672 -22.88266, -43.106861 -22.883985, -43.107933 -22.884875, -43.109157 -22.885369, -43.109929 -22.886535, -43.109951 -22.887227, -43.1092 -22.88784, -43.109564 -22.889026, -43.10714 -22.888947))"
120,FAVELA UGA UGA,CV,,ok,"POLYGON ((-43.250231 -22.854389, -43.249673 -22.854127, -43.250306 -22.853717, -43.250553 -22.854187, -43.250231 -22.854389))"
122,CONJUNTO IPASE,CV,,ok,"POLYGON ((-43.307022 -22.850571, -43.305939 -22.851263, -43.305112 -22.851698, -43.304994 -22.851387, -43.304705 -22.851441, -43.304651 -22.851342, -43.304383 -22.851402, -43.303943 -22.850556, -43.303535 -22.850255, -43.303149 -22.850106, -43.302677 -22.850037, -43.302087 -22.849731, -43.301926 -22.849829, -43.302066 -22.850116, -43.302044 -22.850354, -43.301744 -22.850452, -43.30161 -22.850522, -43.301148 -22.850536, -43.300864 -22.850482, -43.300816 -22.850274, -43.301089 -22.850062, -43.300483 -22.848979, -43.302436 -22.846003, -43.304292 -22.846982, -43.304989 -22.847368, -43.307011 -22.849039, -43.307698 -22.849731, -43.307022 -22.850571))"
123,AREAL (COMPLEXO DO ALEMÃO),CV,,ok,"POLYGON ((-43.278273 -22.858909, -43.277779 -22.859117, -43.277693 -22.859364, -43.278231 -22.859485, -43.277575 -22.859504, -43.277223 -22.859564, -43.27639 -22.859386, -43.275923 -22.859356, -43.275092 -22.859474, -43.27463 -22.859336, -43.274369 -22.85946, -43.27417 -22.859446, -43.273607 -22.859437, -43.273274 -22.859511, -43.272421 -22.859437, -43.272089 -22.859585, -43.271923 -22.85907, -43.271869 -22.858966, -43.27174 -22.858897, -43.271612 -22.858595, -43.271746 -22.858541, -43.27188 -22.858546, -43.272186 -22.858571, -43.272228 -22.85821, -43.272491 -22.85816, -43.272486 -22.857977, -43.272835 -22.857938, -43.273071 -22.857824, -43.273253 -22.857755, -43.273564 -22.857622, -43.273478 -22.857305, -43.273634 -22.857256, -43.273881 -22.857404, -43.274031 -22.857295, -43.274117 -22.857028, -43.274428 -22.857038, -43.274782 -22.857107, -43.275072 -22.857038, -43.275254 -22.857127, -43.275399 -22.857004, -43.275603 -22.857038, -43.275914 -22.856979, -43.27615 -22.857058, -43.276364 -22.857191, -43.276568 -22.857038, -43.276901 -22.857152, -43.277056 -22.857305, -43.276992 -22.857488, -43.277024 -22.857691, -43.277287 -22.857879, -43.277427 -22.858146, -43.277614 -22.858407, -43.277829 -22.858388, -43.278162 -22.85861, -43.278344 -22.858279, -43.278444 -22.858237, -43.278273 -22.858909))"
126,COMUNIDADE DIGIMUNDO,CV,,ok,"POLYGON ((-43.349868 -22.90506, -43.350077 -22.905332, -43.350007 -22.905406, -43.349879 -22.905391, -43.34975 -22.90544, -43.349514 -22.905539, -43.349331 -22.905663, -43.349176 -22.905584, -43.348881 -22.905589, -43.348559 -22.905569, -43.348382 -22.905628, -43.348055 -22.905702, -43.347642 -22.905905, -43.347534 -22.906004, -43.347411 -22.90634, -43.34725 -22.906582, -43.347089 -22.906577, -43.346907 -22.906602, -43.346563 -22.906755, -43.346445 -22.906745, -43.346408 -22.906681, -43.346569 -22.906597, -43.346848 -22.906478, -43.347052 -22.906439, -43.347196 -22.90633, -43.347255 -22.906182, -43.347169 -22.906004, -43.34711 -22.905875, -43.346992 -22.905702, -43.347132 -22.905505, -43.347406 -22.905332, -43.347862 -22.905184, -43.347674 -22.904991, -43.349423 -22.90383, -43.349664 -22.90417, -43.350345 -22.90375, -43.350587 -22.904002, -43.350265 -22.904235, -43.350496 -22.904526, -43.349868 -22.90506))"
127,MORRO DA MADAMA (COMPLEXO DO LINS),CV,,ok,"POLYGON ((-43.300759 -22.91772, -43.30063 -22.918194, -43.300577 -22.918619, -43.300384 -22.918599, -43.30033 -22.918896, -43.300255 -22.919222, -43.300298 -22.919478, -43.300008 -22.919508, -43.299868 -22.919449, -43.29989 -22.919202, -43.299568 -22.919063, -43.299493 -22.918896, -43.299278 -22.918984, -43.299085 -22.918945, -43.299321 -22.918639, -43.299557 -22.9185, -43.299557 -22.918342, -43.299278 -22.91848, -43.299118 -22.91854, -43.298699 -22.918461, -43.298506 -22.918298, -43.298345 -22.918154, -43.298216 -22.918026, -43.298302 -22.917808, -43.298517 -22.917789, -43.29871 -22.91772, -43.29894 -22.91772, -43.299294 -22.917695, -43.299654 -22.917665, -43.299917 -22.917892, -43.300255 -22.917799, -43.300298 -22.917665, -43.300384 -22.91767, -43.300759 -22.91772))"
131,PROVIDÊNCIA,CV,,ok,"POLYGON ((-43.197542 -22.897887, -43.197757 -22.898362, -43.198047 -22.899311, -43.198368 -22.90023, -43.198486 -22.900368, -43.198047 -22.900615, -43.197628 -22.901287, -43.199044 -22.901917, -43.20045 -22.901944, -43.200702 -22.902551, -43.201193 -22.902064, -43.202833 -22.902057, -43.202988 -22.902588, -43.203773 -22.902537, -43.203758 -22.903025, -43.204352 -22.903289, -43.20467 -22.903698, -43.204829 -22.904416, -43.204973 -22.904933, -43.205753 -22.904876, -43.206507 -22.905519, -43.206842 -22.906078, -43.207312 -22.906306, -43.207824 -22.906021, -43.208466 -22.907001, -43.209044 -22.90844, -43.207316 -22.907934, -43.207332 -22.907285, -43.206932 -22.906941, -43.206625 -22.906651, -43.205763 -22.906505, -43.203509 -22.906215, -43.202971 -22.906199, -43.200729 -22.905291, -43.199994 -22.904976, -43.198403 -22.90462, -43.198546 -22.904067, -43.197443 -22.90376, -43.197187 -22.903914, -43.196715 -22.904158, -43.19633 -22.904008, -43.195804 -22.903777, -43.195374 -22.903606, -43.195267 -22.903244, -43.195223 -22.902875, -43.194856 -22.902652, -43.19496 -22.902383, -43.195172 -22.902609, -43.195383 -22.902696, -43.19552 -22.90255, -43.1953 -22.902556, -43.195248 -22.902369, -43.195443 -22.902233, -43.195382 -22.90202, -43.196076 -22.90187, -43.196027 -22.902263, -43.19595 -22.903344, -43.196206 -22.903176, -43.196547 -22.902958, -43.196894 -22.902879, -43.197574 -22.90274, -43.197463 -22.902271, -43.197642 -22.902019, -43.197466 -22.901885, -43.197483 -22.901682, -43.197167 -22.901594, -43.196716 -22.901762, -43.196384 -22.901752, -43.196148 -22.901673, -43.196094 -22.901554, -43.195901 -22.901584, -43.195697 -22.901801, -43.195139 -22.902009, -43.194764 -22.90193, -43.19441 -22.901781, -43.194109 -22.901514, -43.193927 -22.901169, -43.193809 -22.900922, -43.193852 -22.900595, -43.194292 -22.900516, -43.194635 -22.900586, -43.194764 -22.900586, -43.194989 -22.900477, -43.195128 -22.900358, -43.194731 -22.900012, -43.194056 -22.899271, -43.194399 -22.898965, -43.194613 -22.898965, -43.194828 -22.899004, -43.195278 -22.899054, -43.195804 -22.899044, -43.195804 -22.898945, -43.195794 -22.898698, -43.196115 -22.89851, -43.196469 -22.898411, -43.196813 -22.8985, -43.197102 -22.898362, -43.19736 -22.897808, -43.197542 -22.897887))"
133,FAVELA DO JOB,CV,,ok,"POLYGON ((-43.383845 -22.816225, -43.383588 -22.817323, -43.383394 -22.819019, -43.382343 -22.819825, -43.381989 -22.820308, -43.381313 -22.820854, -43.380712 -22.821407, -43.380262 -22.820695, -43.379446 -22.820458, -43.378953 -22.820774, -43.378532 -22.819948, -43.38112 -22.814683, -43.383845 -22.816225))"
134,CABINE DA PMERJ,CV,,ok,"POLYGON ((-43.360463 -22.947406, -43.360426 -22.947374, -43.36047 -22.94733, -43.360496 -22.94737, -43.360463 -22.947406))"
136,BARCELOS,CV,,ok,"POLYGON ((-43.251026 -22.992258, -43.250994 -22.992139, -43.250779 -22.99209, -43.250307 -22.991448, -43.250382 -22.991354, -43.251198 -22.990904, -43.251262 -22.990692, -43.251015 -22.990371, -43.250972 -22.990139, -43.251122 -22.99003, -43.25138 -22.989902, -43.252088 -22.989507, -43.252313 -22.989571, -43.252388 -22.989734, -43.252265 -22.989877, -43.251997 -22.99005, -43.251975 -22.990228, -43.252024 -22.990371, -43.252228 -22.990485, -43.252785 -22.991082, -43.252565 -22.991556, -43.252241 -22.991428, -43.252079 -22.991877, -43.251912 -22.9923, -43.251552 -22.992248, -43.251026 -22.992258))"
138,MORRO DA CASA BRANCA,CV,,ok,"POLYGON ((-43.251492 -22.937152, -43.251299 -22.937764, -43.251342 -22.938041, -43.250848 -22.938871, -43.249732 -22.938535, -43.249046 -22.937863, -43.247265 -22.936737, -43.247265 -22.935492, -43.248102 -22.934958, -43.24984 -22.935413, -43.251706 -22.936302, -43.251492 -22.937152))"
143,CASINHAS (COMPLEXO DO ALEMÃO),CV,,ok,"POLYGON ((-43.285062 -22.86711, -43.283919 -22.867649, -43.283646 -22.867303, -43.283704 -22.867179, -43.283576 -22.866784, -43.283586 -22.866601, -43.282943 -22.86578, -43.283061 -22.865657, -43.283318 -22.865686, -43.283458 -22.865825, -43.283774 -22.865661, -43.283667 -22.865479, -43.28393 -22.865365, -43.284069 -22.865444, -43.284321 -22.86537, -43.284574 -22.865291, -43.284498 -22.865133, -43.28474 -22.865029, -43.284922 -22.865009, -43.284992 -22.864831, -43.285196 -22.864712, -43.28533 -22.864742, -43.285829 -22.864787, -43.286043 -22.86666, -43.285062 -22.86711))"
144,MORRO DO AMOR,CV,,ok,"POLYGON ((-43.38645 -22.748034, -43.387769 -22.747005, -43.388381 -22.74655, -43.388789 -22.746381, -43.389336 -22.7465, -43.390934 -22.747331, -43.390784 -22.747598, -43.389969 -22.748034, -43.389583 -22.748251, -43.389679 -22.748776, -43.389679 -22.749369, -43.38939 -22.75027, -43.389797 -22.751536, -43.388574 -22.75211, -43.388306 -22.752288, -43.386364 -22.750715, -43.385645 -22.750181, -43.38645 -22.748034))"
145,MORRO DA LUA,CV,,ok,"POLYGON ((-43.388995 -22.746235, -43.38849 -22.746304, -43.38893 -22.744464, -43.389606 -22.744622, -43.389864 -22.743445, -43.390132 -22.743198, -43.390658 -22.74294, -43.391183 -22.743623, -43.39143 -22.744365, -43.391022 -22.747066, -43.390934 -22.747331, -43.388995 -22.746235))"
146,FAVELA SANTA MAURA,CV,,ok,"POLYGON ((-43.401287 -22.964449, -43.400783 -22.964237, -43.400611 -22.964222, -43.399946 -22.964415, -43.39971 -22.964459, -43.398841 -22.96439, -43.39773 -22.964188, -43.397419 -22.964059, -43.397317 -22.963881, -43.397478 -22.963847, -43.398261 -22.963906, -43.399152 -22.96401, -43.399517 -22.96402, -43.39964 -22.963921, -43.400246 -22.963585, -43.40096 -22.963743, -43.401083 -22.963382, -43.40156 -22.963491, -43.401534 -22.96358, -43.401287 -22.964449))"
147,COMUNIDADE SITIO SANTA ISABEL,CV,,ok,"POLYGON ((-43.346576 -22.92375, -43.346511 -22.924002, -43.346382 -22.924051, -43.345637 -22.924753, -43.34547 -22.924664, -43.345213 -22.924674, -43.345079 -22.924654, -43.344988 -22.924733, -43.344773 -22.924718, -43.344591 -22.924639, -43.344419 -22.924634, -43.34429 -22.924654, -43.344188 -22.924555, -43.344086 -22.924229, -43.344049 -22.924017, -43.344103 -22.923923, -43.344038 -22.923409, -43.344054 -22.923271, -43.344221 -22.923221, -43.344671 -22.923211, -43.345068 -22.923241, -43.345202 -22.923251, -43.345261 -22.923429, -43.346382 -22.923498, -43.346694 -22.923572, -43.346576 -22.92375))"
148,MORRO DO PAIM,CV,,ok,"POLYGON ((-43.260054 -22.90155, -43.259681 -22.901537, -43.259375 -22.90153, -43.25922 -22.901505, -43.259246 -22.901253, -43.259287 -22.901033, -43.259327 -22.900791, -43.259423 -22.900391, -43.260072 -22.900406, -43.260054 -22.90155))"
150,COMUNIDADE DOURADOS,CV,,ok,"POLYGON ((-43.296258 -22.825159, -43.296591 -22.826246, -43.29687 -22.826217, -43.296848 -22.826355, -43.298586 -22.826306, -43.298755 -22.826439, -43.300356 -22.826537, -43.300753 -22.826672, -43.302287 -22.827362, -43.30115 -22.82948, -43.300196 -22.829035, -43.299237 -22.828554, -43.297878 -22.827453, -43.2959 -22.826754, -43.295164 -22.82686, -43.295003 -22.826761, -43.295743 -22.82507, -43.296258 -22.825159))"
151,FAVELA BECO DE ANCHIETA,CV,,ok,"POLYGON ((-43.399427 -22.818176, -43.398949 -22.817978, -43.399073 -22.817593, -43.398799 -22.817538, -43.398719 -22.817686, -43.39867 -22.817706, -43.398268 -22.817578, -43.397774 -22.818324, -43.397388 -22.818146, -43.396669 -22.81937, -43.395988 -22.8189, -43.395398 -22.819642, -43.395017 -22.81938, -43.39558 -22.818628, -43.396122 -22.817758, -43.396664 -22.818045, -43.396889 -22.817724, -43.396621 -22.817546, -43.396782 -22.817244, -43.396498 -22.81711, -43.396385 -22.817022, -43.396761 -22.816423, -43.395994 -22.815973, -43.395124 -22.81714, -43.394609 -22.816829, -43.3944 -22.81674, -43.395157 -22.815751, -43.394835 -22.815672, -43.394561 -22.815973, -43.393971 -22.815706, -43.393652 -22.81616, -43.393252 -22.815795, -43.392697 -22.815794, -43.392616 -22.815705, -43.392657 -22.815563, -43.392474 -22.815503, -43.393081 -22.814846, -43.394379 -22.815133, -43.395087 -22.814861, -43.395333 -22.815066, -43.395849 -22.815073, -43.396106 -22.815016, -43.396519 -22.815081, -43.396771 -22.815313, -43.397109 -22.815528, -43.397512 -22.815538, -43.397866 -22.815736, -43.398746 -22.816245, -43.399952 -22.816507, -43.399668 -22.816972, -43.39991 -22.817266, -43.399427 -22.818176))"
152,MORRO VELHA CIGANA,CV,,ok,"POLYGON ((-43.298387 -22.846829, -43.298505 -22.84668, -43.29837 -22.846882, -43.298323 -22.846878, -43.298387 -22.846829))"
154,MORRO DO AZUL,CV,14,ok,"POLYGON ((-43.180092 -22.937298, -43.180334 -22.937367, -43.180387 -22.937836, -43.180725 -22.938409, -43.18117 -22.938666, -43.181836 -22.938962, -43.181981 -22.939358, -43.182431 -22.939639, -43.182431 -22.939817, -43.182812 -22.940202, -43.182544 -22.940153, -43.181417 -22.939412, -43.18109 -22.939442, -43.180473 -22.938982, -43.179701 -22.938557, -43.17888 -22.938177, -43.178585 -22.937643, -43.178891 -22.937169, -43.179003 -22.936818, -43.179878 -22.936878, -43.180092 -22.937298))"
156,17 CDD,CV,,ok,"POLYGON ((-43.364476 -22.951675, -43.364272 -22.95174, -43.363811 -22.951759, -43.362485 -22.951759, -43.363424 -22.949462, -43.365345 -22.950154, -43.364476 -22.951675))"
161,MORRO DO JACATIRÃO,CV,,ok,"POLYGON ((-43.304168 -22.76452, -43.30552 -22.76822, -43.305027 -22.768991, -43.304361 -22.769644, -43.303825 -22.77008, -43.303031 -22.770317, -43.302452 -22.770218, -43.301872 -22.769248, -43.301014 -22.767052, -43.300542 -22.765608, -43.304168 -22.76452))"
162,DIQUE DE VILAR,CV,,ok,"POLYGON ((-43.362148 -22.76375, -43.357084 -22.762958, -43.356999 -22.762285, -43.346012 -22.760267, -43.335584 -22.758209, -43.329833 -22.756784, -43.327344 -22.756112, -43.32773 -22.755637, -43.33597 -22.757734, -43.347729 -22.75999, -43.358243 -22.761969, -43.362234 -22.76276, -43.362191 -22.763433, -43.362148 -22.76375))"
164,FAVELA DO JAVALI,CV,,ok,"POLYGON ((-43.392544 -22.823691, -43.393168 -22.826298, -43.393301 -22.829143, -43.392257 -22.829052, -43.39188 -22.83152, -43.390464 -22.831816, -43.389999 -22.831021, -43.390019 -22.829935, -43.391318 -22.829686, -43.391279 -22.829146, -43.391061 -22.827204, -43.391048 -22.826783, -43.390082 -22.826941, -43.390029 -22.824707, -43.390679 -22.824558, -43.390565 -22.822927, -43.389345 -22.822493, -43.389992 -22.821235, -43.392288 -22.821433, -43.393254 -22.82171, -43.392544 -22.823691))"
165,MORRO DA CHATUBA,CV,,ok,"POLYGON ((-43.293157 -22.848701, -43.291556 -22.853919, -43.292465 -22.849195, -43.290749 -22.84746, -43.289526 -22.846179, -43.288324 -22.844914, -43.28944 -22.844024, -43.290234 -22.844014, -43.290888 -22.844647, -43.291071 -22.844469, -43.291414 -22.844696, -43.291307 -22.844113, -43.291822 -22.843856, -43.29195 -22.844182, -43.292294 -22.844469, -43.292841 -22.844528, -43.29341 -22.844696, -43.293817 -22.844617, -43.294096 -22.844825, -43.293946 -22.845369, -43.294075 -22.845685, -43.293946 -22.845902, -43.293774 -22.84608, -43.293678 -22.846931, -43.293839 -22.84695, -43.293903 -22.847366, -43.293646 -22.847534, -43.293603 -22.847821, -43.293512 -22.848399, -43.293157 -22.848701))"
